 /Default-568h@2x.png , 640 , 1136 
 /Default-Portrait@2x~ipad.png , 768 , 1024 
 /Default-Portrait~ipad.png , 768 , 1024 
 /Default.png , 320 , 480 
 /Default@2x.png , 640 , 960 
 /Icon-120.png , 120 , 120 
 /Icon-144.png , 144 , 144 
 /Icon-152.png , 152 , 152 
 /Icon-72.png , 72 , 72 
 /Icon-76.png , 76 , 76 
 /Icon.png , 57 , 57 
 /Icon@2x.png , 114 , 114 
 /nailsalon/Icon-120.png , 120 , 120 
 /nailsalon/Icon-152.png , 152 , 152 
 /nailsalon/Icon-76.png , 76 , 76 
 /nailsalon/resources/3g/ApplyOne.png , 51 , 51 
 /nailsalon/resources/3g/ApplyOne@2x.png , 100 , 100 
 /nailsalon/resources/3g/ApplyOne~ipad.png , 111 , 111 
 /nailsalon/resources/3g/back.png , 70 , 70 
 /nailsalon/resources/3g/backgroundMenu.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/1.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/10.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/2.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/3.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/4.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/5.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/6.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/7.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/8.png , 320 , 480 
 /nailsalon/resources/3g/backgrounds 3g/9.png , 320 , 480 
 /nailsalon/resources/3g/cancel.png , 33 , 32 
 /nailsalon/resources/3g/extrass/x1.png , 63 , 63 
 /nailsalon/resources/3g/extrass/x10.png , 65 , 56 
 /nailsalon/resources/3g/extrass/x11.png , 21 , 62 
 /nailsalon/resources/3g/extrass/x12.png , 59 , 59 
 /nailsalon/resources/3g/extrass/x13.png , 74 , 76 
 /nailsalon/resources/3g/extrass/x14.png , 57 , 57 
 /nailsalon/resources/3g/extrass/x15.png , 61 , 68 
 /nailsalon/resources/3g/extrass/x16.png , 60 , 63 
 /nailsalon/resources/3g/extrass/x17.png , 80 , 80 
 /nailsalon/resources/3g/extrass/x18.png , 65 , 68 
 /nailsalon/resources/3g/extrass/x19.png , 51 , 51 
 /nailsalon/resources/3g/extrass/x2.png , 64 , 40 
 /nailsalon/resources/3g/extrass/x20.png , 70 , 70 
 /nailsalon/resources/3g/extrass/x21.png , 50 , 50 
 /nailsalon/resources/3g/extrass/x3.png , 61 , 63 
 /nailsalon/resources/3g/extrass/x4.png , 48 , 48 
 /nailsalon/resources/3g/extrass/x5.png , 40 , 38 
 /nailsalon/resources/3g/extrass/x6.png , 57 , 65 
 /nailsalon/resources/3g/extrass/x7.png , 48 , 62 
 /nailsalon/resources/3g/extrass/x8.png , 78 , 60 
 /nailsalon/resources/3g/extrass/x9.png , 51 , 45 
 /nailsalon/resources/3g/extrass.png , 50 , 50 
 /nailsalon/resources/3g/forw.png , 143 , 143 
 /nailsalon/resources/3g/galleryback.png , 320 , 480 
 /nailsalon/resources/3g/gloss.png , 50 , 50 
 /nailsalon/resources/3g/lockSmall.png , 28 , 39 
 /nailsalon/resources/3g/paint.png , 50 , 50 
 /nailsalon/resources/3g/patterns.png , 50 , 50 
 /nailsalon/resources/3g/photo.png , 294 , 414 
 /nailsalon/resources/3g/play.png , 112 , 112 
